Year,Death Numbers
1990,72036
1991,72304
1992,73348
1993,74226
1994,74911
1995,77104
1996,77093
1997,83016
1998,81099
1999,78892
2000,78009
2001,76109
2002,75559
2003,75889
2004,75875
2005,77278
2006,80193
2007,79794
2008,79273
2009,80956
2010,78359
2011,79373
2012,78522
2013,81082
2014,80341
2015,75540
2016,72324
2017,70538
2018,68895
2019,67878
