Year,Death Numbers
1990,548
1991,574
1992,591
1993,609
1994,614
1995,609
1996,610
1997,622
1998,634
1999,652
2000,680
2001,696
2002,717
2003,724
2004,721
2005,706
2006,730
2007,753
2008,782
2009,813
2010,831
2011,840
2012,882
2013,927
2014,960
2015,993
2016,1023
2017,1047
2018,1068
2019,1108
