Year,Death Numbers
1990,56504
1991,58749
1992,65131
1993,66547
1994,68671
1995,64876
1996,63092
1997,61807
1998,61487
1999,61530
2000,61462
2001,61223
2002,62251
2003,64348
2004,65778
2005,67446
2006,68128
2007,68008
2008,69042
2009,69916
2010,70826
2011,71945
2012,72704
2013,73411
2014,74524
2015,74767
2016,75950
2017,76848
2018,75603
2019,75923
