Year,Death Numbers
1990,5728
1991,5820
1992,5974
1993,6190
1994,6688
1995,7476
1996,8497
1997,9602
1998,11027
1999,12533
2000,14264
2001,15888
2002,17180
2003,18386
2004,19252
2005,19334
2006,18714
2007,18222
2008,17791
2009,17294
2010,16208
2011,15065
2012,14485
2013,13829
2014,13106
2015,12429
2016,11903
2017,11557
2018,11323
2019,11283
