Year,Death Numbers
1990,10697
1991,11158
1992,11610
1993,11874
1994,12696
1995,13466
1996,13352
1997,13792
1998,14117
1999,14681
2000,14487
2001,14940
2002,14801
2003,15293
2004,15743
2005,15105
2006,16133
2007,15043
2008,15790
2009,15998
2010,18216
2011,17907
2012,18343
2013,18925
2014,19508
2015,20634
2016,22051
2017,22616
2018,23183
2019,23700
