Year,Death Numbers
1990,25030
1991,25035
1992,25450
1993,25806
1994,25703
1995,26253
1996,26395
1997,26215
1998,25752
1999,26213
2000,26068
2001,26438
2002,26589
2003,26539
2004,26579
2005,26314
2006,26477
2007,26858
2008,27144
2009,27194
2010,27315
2011,28143
2012,28285
2013,28317
2014,29059
2015,29435
2016,29786
2017,30326
2018,31872
2019,32652
