Year,Death Numbers
1990,7964134
1991,8033487
1992,8059076
1993,8077791
1994,8070476
1995,8067178
1996,8079634
1997,8051067
1998,8082393
1999,8203479
2000,8404160
2001,8490936
2002,8610957
2003,8750362
2004,8960689
2005,8982715
2006,8794396
2007,8755671
2008,8972709
2009,9075019
2010,9284671
2011,9366993
2012,9364614
2013,9411988
2014,9504226
2015,9591345
2016,9814226
2017,9978669
2018,10163943
2019,10442561
