Year,Death Numbers
1990,99658
1991,101320
1992,100663
1993,101957
1994,99630
1995,101520
1996,103443
1997,102984
1998,103545
1999,104520
2000,103282
2001,103002
2002,103645
2003,104064
2004,101108
2005,100654
2006,99856
2007,100854
2008,101235
2009,101719
2010,101810
2011,101700
2012,102356
2013,102515
2014,102567
2015,103625
2016,106065
2017,108387
2018,110224
2019,112505
