Year,Death Numbers
1990,17673
1991,18414
1992,18344
1993,18416
1994,18258
1995,20194
1996,20413
1997,19502
1998,23102
1999,18967
2000,18810
2001,19283
2002,19963
2003,20519
2004,21035
2005,21930
2006,21231
2007,22473
2008,23089
2009,23479
2010,23704
2011,24503
2012,25160
2013,25819
2014,26502
2015,26569
2016,27694
2017,28072
2018,28742
2019,29184
