Year,Death Numbers
1990,267654
1991,279975
1992,286914
1993,295908
1994,302235
1995,309000
1996,316744
1997,320962
1998,325733
1999,328258
2000,330821
2001,331896
2002,330389
2003,326346
2004,327057
2005,314904
2006,300988
2007,293664
2008,284767
2009,275794
2010,271923
2011,262206
2012,250532
2013,243964
2014,239364
2015,235333
2016,242706
2017,233420
2018,225745
2019,222706
