Year,Death Numbers
1990,57693
1991,58712
1992,59028
1993,59631
1994,60910
1995,61830
1996,63165
1997,64098
1998,65242
1999,66294
2000,67766
2001,69064
2002,71005
2003,72352
2004,74850
2005,75827
2006,77035
2007,77753
2008,77444
2009,77247
2010,77896
2011,78030
2012,79757
2013,80743
2014,81026
2015,82943
2016,83692
2017,83589
2018,83192
2019,82530
