Year,Death Numbers
1990,474
1991,416
1992,412
1993,406
1994,414
1995,424
1996,419
1997,414
1998,411
1999,400
2000,392
2001,386
2002,383
2003,377
2004,374
2005,373
2006,377
2007,381
2008,375
2009,379
2010,380
2011,387
2012,392
2013,401
2014,411
2015,421
2016,429
2017,440
2018,453
2019,483
