Year,Death Numbers
1990,51830
1991,54385
1992,52317
1993,50664
1994,49796
1995,51212
1996,51323
1997,52184
1998,51697
1999,51247
2000,49982
2001,49431
2002,49969
2003,50873
2004,49379
2005,50398
2006,49714
2007,50831
2008,51556
2009,50146
2010,50214
2011,49820
2012,49857
2013,48698
2014,49446
2015,51601
2016,49270
2017,49999
2018,50394
2019,51084
