Year,Death Numbers
1990,1657
1991,1675
1992,1691
1993,1698
1994,1725
1995,1815
1996,1755
1997,1752
1998,1739
1999,1713
2000,1681
2001,1687
2002,1705
2003,1697
2004,1703
2005,1718
2006,1751
2007,1770
2008,1770
2009,1788
2010,1792
2011,1809
2012,1837
2013,1846
2014,1807
2015,1845
2016,1880
2017,1921
2018,1961
2019,2011
