Year,Death Numbers
1990,4841
1991,5707
1992,3118
1993,3218
1994,3516
1995,3726
1996,3758
1997,4240
1998,4177
1999,4621
2000,4717
2001,4505
2002,4947
2003,5061
2004,5363
2005,5684
2006,6020
2007,6208
2008,7047
2009,7005
2010,6479
2011,6425
2012,6777
2013,6943
2014,7130
2015,7593
2016,8003
2017,8473
2018,8968
2019,9512
