Year,Death Numbers
1990,239115
1991,240274
1992,237842
1993,237555
1994,240420
1995,238944
1996,238889
1997,239797
1998,242757
1999,243984
2000,243447
2001,240671
2002,241135
2003,241792
2004,240275
2005,239094
2006,238215
2007,240080
2008,241801
2009,244849
2010,249601
2011,253515
2012,258709
2013,260587
2014,263148
2015,268224
2016,274440
2017,287811
2018,299341
2019,314049
