Year,Death Numbers
1990,47469
1991,47312
1992,47753
1993,47778
1994,46473
1995,46946
1996,47122
1997,47357
1998,47211
1999,47140
2000,47226
2001,46945
2002,47150
2003,46994
2004,46675
2005,46641
2006,46707
2007,47340
2008,47609
2009,48095
2010,48728
2011,48995
2012,49496
2013,49969
2014,50262
2015,50591
2016,51424
2017,52369
2018,53250
2019,54194
