Year,Death Numbers
1990,108507
1991,108099
1992,107647
1993,108015
1994,109571
1995,109143
1996,109124
1997,108733
1998,108430
1999,108077
2000,108252
2001,107164
2002,106986
2003,106285
2004,105203
2005,103736
2006,102346
2007,101035
2008,100326
2009,100206
2010,100584
2011,101140
2012,101523
2013,102458
2014,103667
2015,104961
2016,106461
2017,108234
2018,110003
2019,111810
