Year,Death Numbers
1990,489393
1991,488485
1992,487959
1993,491510
1994,489508
1995,493319
1996,495880
1997,491929
1998,497354
1999,498092
2000,493705
2001,493961
2002,497471
2003,500026
2004,482960
2005,483964
2006,483039
2007,485027
2008,492421
2009,498364
2010,500464
2011,503737
2012,511373
2013,512839
2014,511549
2015,527879
2016,528564
2017,541990
2018,553444
2019,567917
