Year,Death Numbers
1990,3752
1991,3754
1992,3729
1993,3731
1994,3695
1995,3685
1996,3677
1997,3646
1998,3634
1999,3618
2000,3634
2001,3573
2002,3576
2003,3545
2004,3565
2005,3567
2006,3579
2007,3553
2008,3529
2009,3558
2010,3591
2011,3608
2012,3639
2013,3672
2014,3676
2015,3672
2016,3655
2017,3760
2018,3862
2019,3980
