Entity,cca3,Year,population
Antigua and Barbuda,ATG,1990,62533.0
Antigua and Barbuda,ATG,1991,63363.0
Antigua and Barbuda,ATG,1992,64459.0
Antigua and Barbuda,ATG,1993,65777.0
Antigua and Barbuda,ATG,1994,67201.0
Antigua and Barbuda,ATG,1995,68672.0
Antigua and Barbuda,ATG,1996,70176.0
Antigua and Barbuda,ATG,1997,71707.0
Antigua and Barbuda,ATG,1998,73219.0
Antigua and Barbuda,ATG,1999,74674.0
Antigua and Barbuda,ATG,2000,76007.0
Antigua and Barbuda,ATG,2001,77212.0
Antigua and Barbuda,ATG,2002,78298.0
Antigua and Barbuda,ATG,2003,79311.0
Antigua and Barbuda,ATG,2004,80347.0
Antigua and Barbuda,ATG,2005,81462.0
Antigua and Barbuda,ATG,2006,82715.0
Antigua and Barbuda,ATG,2007,84029.0
Antigua and Barbuda,ATG,2008,85394.0
Antigua and Barbuda,ATG,2009,86743.0
Antigua and Barbuda,ATG,2010,88030.0
Antigua and Barbuda,ATG,2011,89250.0
Antigua and Barbuda,ATG,2012,90407.0
Antigua and Barbuda,ATG,2013,91510.0
Antigua and Barbuda,ATG,2014,92562.0
Antigua and Barbuda,ATG,2015,93571.0
Antigua and Barbuda,ATG,2016,94520.0
Antigua and Barbuda,ATG,2017,95425.0
Antigua and Barbuda,ATG,2018,96282.0
Antigua and Barbuda,ATG,2019,97115.0
Antigua and Barbuda,ATG,2020,97928.0
Antigua and Barbuda,ATG,2021,98728.0
Antigua and Barbuda,ATG,2022,99505.0
