Year,Death Numbers
1990,660
1991,671
1992,660
1993,664
1994,671
1995,676
1996,676
1997,668
1998,667
1999,681
2000,684
2001,676
2002,680
2003,684
2004,673
2005,662
2006,663
2007,669
2008,660
2009,660
2010,669
2011,669
2012,675
2013,679
2014,687
2015,727
2016,690
2017,754
2018,694
2019,699
