Year,Death Numbers
1990,4204
1991,4141
1992,4238
1993,4458
1994,4684
1995,4822
1996,4978
1997,5181
1998,5233
1999,5293
2000,5369
2001,5493
2002,5626
2003,5820
2004,5977
2005,6141
2006,6244
2007,6334
2008,6370
2009,6413
2010,6406
2011,6450
2012,6478
2013,6583
2014,6701
2015,6785
2016,6819
2017,6860
2018,6788
2019,6722
