Year,Death Numbers
1990,10624
1991,10645
1992,10762
1993,10627
1994,10607
1995,10518
1996,10593
1997,10692
1998,10837
1999,10997
2000,13314
2001,14591
2002,16079
2003,15093
2004,15760
2005,14685
2006,17344
2007,15288
2008,19037
2009,18864
2010,13612
2011,13929
2012,14248
2013,13372
2014,14190
2015,14848
2016,15031
2017,15155
2018,15481
2019,15798
