Year,Death Numbers
1990,9649
1991,9764
1992,9936
1993,10023
1994,10314
1995,10696
1996,10964
1997,11207
1998,11464
1999,11697
2000,12033
2001,12341
2002,12413
2003,12567
2004,12445
2005,12121
2006,12006
2007,12050
2008,12205
2009,12162
2010,11962
2011,11983
2012,11768
2013,11455
2014,11360
2015,11366
2016,11377
2017,11405
2018,11412
2019,11440
