Year,Death Numbers
1990,2296
1991,2359
1992,2392
1993,2451
1994,2515
1995,2721
1996,2605
1997,2693
1998,2705
1999,2734
2000,2723
2001,2729
2002,2736
2003,2740
2004,2739
2005,2730
2006,2609
2007,2563
2008,2563
2009,2584
2010,2605
2011,2656
2012,2704
2013,2723
2014,2781
2015,2862
2016,2983
2017,3038
2018,3455
2019,3428
