Year,Death Numbers
1990,241550
1991,242283
1992,246797
1993,247560
1994,246569
1995,251350
1996,256524
1997,262194
1998,269498
1999,274516
2000,270944
2001,274722
2002,281470
2003,285981
2004,281837
2005,279622
2006,282600
2007,291460
2008,288199
2009,291264
2010,298067
2011,302437
2012,305412
2013,309749
2014,312071
2015,319105
2016,332157
2017,336212
2018,333808
2019,337052
