Year,Death Numbers
1990,29601
1991,29522
1992,29603
1993,29914
1994,29712
1995,30246
1996,30140
1997,30097
1998,30067
1999,30304
2000,29731
2001,28750
2002,28210
2003,27630
2004,27298
2005,26935
2006,27026
2007,26819
2008,26866
2009,27046
2010,26414
2011,27256
2012,27664
2013,27929
2014,28066
2015,28598
2016,28887
2017,29488
2018,30262
2019,31031
