Year,Death Numbers
1990,1355
1991,1389
1992,1447
1993,1525
1994,1592
1995,1612
1996,1706
1997,1674
1998,1690
1999,1820
2000,1806
2001,1855
2002,1823
2003,1808
2004,1844
2005,1785
2006,1860
2007,1834
2008,1901
2009,1995
2010,2036
2011,2089
2012,2126
2013,2154
2014,2207
2015,2311
2016,2331
2017,2383
2018,2445
2019,2561
