Year,Death Numbers
1990,31180
1991,31499
1992,30390
1993,30951
1994,31608
1995,31020
1996,30752
1997,31482
1998,33462
1999,31251
2000,31161
2001,31948
2002,30040
2003,31137
2004,32488
2005,33246
2006,33625
2007,33568
2008,33177
2009,35257
2010,33638
2011,34730
2012,36549
2013,38116
2014,41014
2015,41916
2016,38619
2017,38990
2018,39390
2019,39947
