Year,Death Numbers
1990,373642
1991,388147
1992,381806
1993,371816
1994,372695
1995,376409
1996,370351
1997,370738
1998,366053
1999,371725
2000,360174
2001,355857
2002,352975
2003,353244
2004,357681
2005,360712
2006,364857
2007,370022
2008,371512
2009,373326
2010,367443
2011,368749
2012,375674
2013,376011
2014,371610
2015,382791
2016,383024
2017,388076
2018,395427
2019,400946
