Year,Death Numbers
1990,2127
1991,2109
1992,2183
1993,2220
1994,2249
1995,2257
1996,2246
1997,2255
1998,2226
1999,2182
2000,2218
2001,2172
2002,2238
2003,2300
2004,2320
2005,2270
2006,2277
2007,2280
2008,2273
2009,2238
2010,2271
2011,2307
2012,2324
2013,2380
2014,2442
2015,2501
2016,2560
2017,2626
2018,2710
2019,2853
