Year,Death Numbers
1990,1035110
1991,1058170
1992,1083389
1993,1107986
1994,1135078
1995,1167503
1996,1180421
1997,1197614
1998,1203016
1999,1216979
2000,1230652
2001,1243742
2002,1258990
2003,1270552
2004,1278731
2005,1355617
2006,1291678
2007,1291064
2008,1318716
2009,1337707
2010,1356213
2011,1357522
2012,1368479
2013,1379122
2014,1393560
2015,1402922
2016,1413100
2017,1421935
2018,1408330
2019,1411894
