Year,Death Numbers
1990,53045
1991,52724
1992,52756
1993,53019
1994,53214
1995,52779
1996,52598
1997,52161
1998,51724
1999,51178
2000,50684
2001,49913
2002,48999
2003,48069
2004,47028
2005,46292
2006,45645
2007,44682
2008,44534
2009,43822
2010,43062
2011,42355
2012,42003
2013,41674
2014,41382
2015,41427
2016,41498
2017,41647
2018,42142
2019,42478
