Year,Death Numbers
1990,325107
1991,328732
1992,327506
1993,330202
1994,332834
1995,338719
1996,344100
1997,342516
1998,349726
1999,357352
2000,352555
2001,353409
2002,359156
2003,366996
2004,365709
2005,367297
2006,364476
2007,368474
2008,370612
2009,369064
2010,367499
2011,372722
2012,377636
2013,375644
2014,380454
2015,391835
2016,392874
2017,398340
2018,405679
2019,411986
