Year,Death Numbers
1990,1282196
1991,1279975
1992,1283800
1993,1287201
1994,1291483
1995,1296110
1996,1301423
1997,1315623
1998,1333178
1999,1353111
2000,1368501
2001,1387428
2002,1407914
2003,1427062
2004,1611118
2005,1464768
2006,1490706
2007,1502670
2008,1521946
2009,1541695
2010,1556401
2011,1570587
2012,1585448
2013,1601373
2014,1617768
2015,1633478
2016,1651775
2017,1672988
2018,1697245
2019,1713142
