Year,Death Numbers
1990,94954
1991,97925
1992,97712
1993,100728
1994,104192
1995,107542
1996,111314
1997,115543
1998,108869
1999,117168
2000,111342
2001,109931
2002,110185
2003,113204
2004,115913
2005,119692
2006,119447
2007,119015
2008,120495
2009,119583
2010,116776
2011,114812
2012,114311
2013,114850
2014,115875
2015,115860
2016,112883
2017,113905
2018,115837
2019,116590
