Year,Death Numbers
1990,27760
1991,28620
1992,29719
1993,31089
1994,32985
1995,34239
1996,35531
1997,47298
1998,40520
1999,38449
2000,37797
2001,36693
2002,36615
2003,36930
2004,36991
2005,37099
2006,36804
2007,36718
2008,36201
2009,35696
2010,35135
2011,34760
2012,35026
2013,35183
2014,35221
2015,34732
2016,34237
2017,34229
2018,34352
2019,34533
