Year,Death Numbers
1990,127726
1991,133371
1992,141944
1993,154345
1994,164357
1995,170876
1996,176464
1997,176425
1998,177736
1999,177763
2000,183872
2001,186760
2002,191269
2003,195406
2004,199221
2005,206375
2006,200789
2007,198846
2008,198191
2009,194762
2010,194181
2011,197810
2012,200765
2013,200528
2014,201663
2015,203542
2016,204984
2017,206040
2018,207571
2019,208103
