Year,Death Numbers
1990,37509
1991,37511
1992,37278
1993,38004
1994,38141
1995,38980
1996,40262
1997,41715
1998,43035
1999,43599
2000,44065
2001,44783
2002,45472
2003,47796
2004,51619
2005,52845
2006,53463
2007,53852
2008,53848
2009,54906
2010,55984
2011,57417
2012,60573
2013,64149
2014,66457
2015,68824
2016,69775
2017,69483
2018,69323
2019,69497
