Year,Death Numbers
1990,9360
1991,9525
1992,9934
1993,10494
1994,10652
1995,11052
1996,11048
1997,11698
1998,11959
1999,12011
2000,11773
2001,12064
2002,12471
2003,12976
2004,13213
2005,13670
2006,14110
2007,14238
2008,14858
2009,15408
2010,15804
2011,16127
2012,16706
2013,17183
2014,17534
2015,17710
2016,18045
2017,18522
2018,18816
2019,19224
