Year,Death Numbers
1990,106207
1991,110531
1992,114424
1993,124609
1994,126430
1995,130568
1996,129627
1997,131962
1998,134549
1999,138260
2000,131705
2001,137429
2002,143861
2003,140197
2004,137923
2005,140683
2006,136911
2007,131200
2008,131493
2009,132938
2010,134550
2011,137095
2012,124092
2013,123210
2014,122159
2015,120193
2016,120670
2017,121680
2018,120238
2019,120747
