Year,Death Numbers
1990,141229
1991,141323
1992,142226
1993,143003
1994,145698
1995,147800
1996,150821
1997,158214
1998,163872
1999,157371
2000,159576
2001,159812
2002,166243
2003,166452
2004,165214
2005,165962
2006,166659
2007,164410
2008,166942
2009,167504
2010,166639
2011,166644
2012,171598
2013,176861
2014,178846
2015,180688
2016,185861
2017,188989
2018,189307
2019,188502
