Year,Death Numbers
1990,17094
1991,17434
1992,18022
1993,18800
1994,19891
1995,21088
1996,22553
1997,24407
1998,26924
1999,29336
2000,32056
2001,34027
2002,36059
2003,38103
2004,39688
2005,40230
2006,39627
2007,37916
2008,36080
2009,34717
2010,33984
2011,34172
2012,35037
2013,35617
2014,35951
2015,35459
2016,33924
2017,32538
2018,32021
2019,31982
