Year,Death Numbers
1990,104307
1991,112143
1992,119707
1993,125901
1994,133214
1995,140611
1996,146596
1997,151400
1998,155639
1999,159311
2000,161889
2001,166558
2002,163806
2003,163133
2004,161576
2005,158242
2006,154112
2007,145947
2008,136191
2009,129253
2010,127469
2011,125795
2012,122666
2013,121463
2014,120782
2015,120589
2016,120480
2017,121399
2018,120550
2019,120001
