Year,Death Numbers
1990,793071
1991,772716
1992,781561
1993,795722
1994,812165
1995,825274
1996,825067
1997,823235
1998,823451
1999,852984
2000,856768
2001,798523
2002,780955
2003,765124
2004,746513
2005,720731
2006,692469
2007,664880
2008,635431
2009,616876
2010,593549
2011,575945
2012,563000
2013,552653
2014,545456
2015,538094
2016,532209
2017,533317
2018,533214
2019,531103
