Year,Death Numbers
1990,7467177
1991,7553966
1992,7614258
1993,7540003
1994,7455711
1995,7403680
1996,7468437
1997,7748100
1998,7827441
1999,7761933
2000,7771449
2001,7844094
2002,7823999
2003,7711553
2004,7544766
2005,7690562
2006,7875310
2007,8014841
2008,8159916
2009,7997822
2010,8002662
2011,8161275
2012,8245949
2013,8383141
2014,8343745
2015,8394954
2016,8384453
2017,8472396
2018,8698038
2019,8812747
