Year,Death Numbers
1990,6910
1991,6833
1992,7030
1993,7284
1994,7388
1995,7420
1996,7565
1997,7893
1998,7703
1999,7826
2000,7827
2001,7883
2002,8105
2003,8233
2004,8250
2005,8469
2006,8536
2007,8446
2008,8715
2009,8907
2010,8915
2011,8858
2012,9026
2013,9063
2014,9324
2015,9472
2016,9790
2017,10090
2018,10377
2019,10588
