Year,Death Numbers
1990,4325
1991,4416
1992,4485
1993,4630
1994,4715
1995,4826
1996,4964
1997,5073
1998,4996
1999,5310
2000,5518
2001,5426
2002,5403
2003,5565
2004,5470
2005,5617
2006,5783
2007,5976
2008,6127
2009,6090
2010,6195
2011,6316
2012,6443
2013,6526
2014,6641
2015,6758
2016,6908
2017,6968
2018,7066
2019,7158
