Year,Death Numbers
1990,176824
1991,190183
1992,206653
1993,222747
1994,239426
1995,255940
1996,270947
1997,286207
1998,299369
1999,308285
2000,316138
2001,322413
2002,328476
2003,337020
2004,337654
2005,333592
2006,326780
2007,318884
2008,313190
2009,306002
2010,301803
2011,297159
2012,293403
2013,293620
2014,292328
2015,288578
2016,284667
2017,285140
2018,285557
2019,288177
