Year,Death Numbers
1990,403745
1991,404118
1992,403471
1993,403173
1994,403307
1995,403572
1996,405840
1997,410510
1998,410168
1999,414152
2000,418136
2001,425868
2002,434510
2003,445766
2004,457653
2005,468913
2006,480053
2007,492851
2008,505841
2009,517439
2010,527319
2011,538597
2012,548972
2013,558842
2014,568840
2015,577667
2016,588196
2017,598804
2018,609132
2019,619258
