Year,Death Numbers
1990,144244
1991,144748
1992,145279
1993,147715
1994,145967
1995,143968
1996,144364
1997,144929
1998,145237
1999,144885
2000,144258
2001,144106
2002,145742
2003,147183
2004,147882
2005,150921
2006,150980
2007,150888
2008,151991
2009,153147
2010,152443
2011,153474
2012,153630
2013,153332
2014,154901
2015,155035
2016,154856
2017,156005
2018,156696
2019,156962
