Year,Death Numbers
1990,277789
1991,284102
1992,303771
1993,300737
1994,324253
1995,341319
1996,374025
1997,433668
1998,476953
1999,505980
2000,557055
2001,589953
2002,630961
2003,670562
2004,696432
2005,713445
2006,724253
2007,708584
2008,689064
2009,661881
2010,634171
2011,598850
2012,567520
2013,546499
2014,544160
2015,545077
2016,545414
2017,541730
2018,515531
2019,505389
