Year,Death Numbers
1990,807559
1991,824802
1992,846809
1993,864505
1994,871018
1995,899522
1996,892671
1997,903186
1998,932157
1999,956957
2000,957156
2001,963477
2002,978259
2003,1004905
2004,1027241
2005,1063783
2006,1079326
2007,1101598
2008,1124410
2009,1142035
2010,1176100
2011,1229287
2012,1228038
2013,1241591
2014,1250430
2015,1264009
2016,1285537
2017,1300243
2018,1336522
2019,1369772
