Year,Death Numbers
1990,890156
1991,881534
1992,866879
1993,866260
1994,864587
1995,864521
1996,858772
1997,844358
1998,833801
1999,832566
2000,829943
2001,824876
2002,831369
2003,832596
2004,819755
2005,819605
2006,815391
2007,815889
2008,819692
2009,826113
2010,826976
2011,824604
2012,834872
2013,851607
2014,855354
2015,886923
2016,896978
2017,899932
2018,912120
2019,931723
