Year,Death Numbers
1990,161705
1991,172768
1992,177098
1993,176007
1994,177740
1995,178192
1996,182259
1997,180271
1998,180646
1999,185957
2000,190592
2001,195403
2002,215100
2003,196257
2004,195907
2005,189740
2006,193184
2007,191009
2008,194033
2009,201309
2010,201965
2011,197647
2012,199930
2013,201886
2014,203384
2015,210703
2016,216964
2017,223563
2018,230285
2019,236162
