Year,Death Numbers
1990,466376
1991,481666
1992,494827
1993,510516
1994,526296
1995,539337
1996,592415
1997,581191
1998,593138
1999,604984
2000,614546
2001,621963
2002,631078
2003,640307
2004,633596
2005,632564
2006,636429
2007,638659
2008,643512
2009,642167
2010,625793
2011,616465
2012,607300
2013,592118
2014,577121
2015,562037
2016,551036
2017,543825
2018,528280
2019,521063
