Year,Death Numbers
1990,2603
1991,2613
1992,2630
1993,2622
1994,2611
1995,2652
1996,2692
1997,2732
1998,2741
1999,2801
2000,2837
2001,2872
2002,2929
2003,2953
2004,2944
2005,2933
2006,2942
2007,2974
2008,3015
2009,3050
2010,3076
2011,3147
2012,3194
2013,3221
2014,3265
2015,3251
2016,3350
2017,3423
2018,3495
2019,3590
