Year,Death Numbers
1990,124370
1991,119590
1992,116849
1993,113054
1994,112214
1995,113252
1996,109128
1997,109508
1998,105983
1999,105638
2000,106436
2001,105998
2002,105819
2003,108601
2004,105445
2005,105622
2006,102862
2007,102632
2008,103473
2009,103553
2010,104227
2011,105182
2012,105698
2013,106111
2014,104955
2015,107198
2016,107755
2017,109052
2018,111446
2019,111660
