Year,Death Numbers
1990,70
1991,71
1992,70
1993,72
1994,72
1995,75
1996,78
1997,79
1998,80
1999,82
2000,84
2001,86
2002,86
2003,85
2004,85
2005,82
2006,82
2007,82
2008,81
2009,80
2010,75
2011,74
2012,72
2013,68
2014,66
2015,64
2016,62
2017,62
2018,63
2019,63
