Year,Death Numbers
1990,90340
1991,92003
1992,93946
1993,94229
1994,95472
1995,96923
1996,97820
1997,98077
1998,99745
1999,101138
2000,101466
2001,101501
2002,101627
2003,101974
2004,101621
2005,101281
2006,101562
2007,104500
2008,104066
2009,104540
2010,104886
2011,107650
2012,110439
2013,109631
2014,110367
2015,113313
2016,115707
2017,118150
2018,123566
2019,126577
