Year,Death Numbers
1990,6394
1991,6139
1992,5921
1993,6102
1994,6036
1995,6152
1996,6178
1997,6026
1998,5984
1999,5764
2000,5843
2001,5963
2002,6082
2003,6065
2004,6062
2005,6049
2006,5903
2007,5902
2008,5999
2009,5872
2010,6038
2011,6125
2012,6240
2013,6251
2014,6340
2015,6297
2016,6344
2017,6433
2018,6497
2019,6526
