cca3,Year,Death Numbers,population,Death Rate
MDG,1990,144244,1.1598647E7,1.2436278127957512
MDG,1991,144748,1.1942809E7,1.2120096704217576
MDG,1992,145279,1.2301338E7,1.18100161136943
MDG,1993,147715,1.2675469E7,1.1653612185868625
MDG,1994,145967,1.3066544E7,1.1171048748620906
MDG,1995,143968,1.3475403E7,1.0683762110862287
MDG,1996,144364,1.3902697E7,1.0383884508164136
MDG,1997,144929,1.434786E7,1.010108824591263
MDG,1998,145237,1.4808791E7,0.9807485297077931
MDG,1999,144885,1.5282524E7,0.9480436608507862
MDG,2000,144258,1.5766806E7,0.91494751695429
MDG,2001,144106,1.6260933E7,0.8862099118174831
MDG,2002,145742,1.6765122E7,0.8693166682592587
MDG,2003,147183,1.7279139E7,0.851795914136694
MDG,2004,147882,1.7802992E7,0.8306581275776567
MDG,2005,150921,1.8336722E7,0.8230533243619007
MDG,2006,150980,1.8880265E7,0.7996709791944128
MDG,2007,150888,1.943352E7,0.7764316500561916
MDG,2008,151991,1.9996476E7,0.7600889276690553
MDG,2009,153147,2.0569115E7,0.7445483191668674
MDG,2010,152443,2.115164E7,0.7207148003653617
MDG,2011,153474,2.174397E7,0.7058232696237163
MDG,2012,153630,2.2346641E7,0.6874858731565071
MDG,2013,153332,2.2961259E7,0.6677856819610807
MDG,2014,154901,2.3589897E7,0.6566412731687638
MDG,2015,155035,2.423408E7,0.639739573361151
MDG,2016,154856,2.489437E7,0.6220522953583482
MDG,2017,156005,2.5570511E7,0.6100973109219444
MDG,2018,156696,2.6262313E7,0.5966572708199769
MDG,2019,156962,2.6969306E7,0.582002369656824
