Year,Death Numbers
1990,28336
1991,28344
1992,28665
1993,29253
1994,29046
1995,29509
1996,29540
1997,29534
1998,30350
1999,30466
2000,29878
2001,29764
2002,30153
2003,30676
2004,30683
2005,30299
2006,29830
2007,30815
2008,29851
2009,29539
2010,29968
2011,31031
2012,31130
2013,30857
2014,30666
2015,31062
2016,31229
2017,31575
2018,31804
2019,32117
